,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders
1341,Seguimiento ADC,No_lista_empaque,No Lista Empaque,No Lista Empaque,,,,
1342,Seguimiento ADC,Eta_puerto_carga,Eta Puerto Carga,Eta Puerto Carga,,,,
1343,Seguimiento ADC,Fecha_zarpe_estimada,Fecha Zarpe Estimada,Fecha Zarpe Estimada,,,,
1344,Seguimiento ADC,Plazo_venta,Plazo Venta,Plazo Venta,,,,
1345,Seguimiento ADC,Eta_puerto_descarga,Eta Puerto Descarga,Eta Puerto Descarga,,,,
1346,Seguimiento ADC,Etb_puerto_descarga,Etb Puerto Descarga,Etb Puerto Descarga,,,,
1347,Seguimiento ADC,Fecha_factura,Fecha Factura,Fecha Factura,,,,
1348,Seguimiento ADC,ref_lista_precio,Ref Lista Precio,Ref Lista Precio,,,,
1349,Seguimiento ADC,Docto_digital_fecha,Docto Digital Enviado,Docto Digital Enviado,,,,
1350,Seguimiento ADC,Docto_original_fecha,Recepción originales UO,Recepción originales UO,,,,
1351,Seguimiento ADC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
1352,Seguimiento ADC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
1353,Seguimiento ADC,Tipo_Transito,Tipo de Transito,Tipo de Transito,,,,
1354,Seguimiento ADC,EmpresaL,Empresa Logistica,Empresa Logistica,,,,
1355,Seguimiento ADC,necesita_proforma,Necesita Proforma,Necesita Proforma,,,,
1356,Seguimiento ADC,cumple_digitales,Cumple Digitales,Cumple Digitales,,,,
1357,Seguimiento ADC,cumple_fisico,Cumple Fisico,Cumple Fisico,,,,
1358,Control ADC,,Control ADC,Control ADC,,,,
1359,Control ADC,PEDIDO,PEDIDO,PEDIDO,,,,
1360,Control ADC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,
1361,Control ADC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1362,Control ADC,Correlativo_lote,Correlativo Lote,Correlativo Lote,,,,
1363,Control ADC,Fecha_inicio_descarga,Fecha Inicio Descarga,Fecha Inicio Descarga,,,,
1364,Control ADC,Fecha_fin_descarga,Fecha Fin Descarga,Fecha Fin Descarga,,,,
1365,Control ADC,Recibido,Recibido,Recibido,,,,
1366,Control ADC,Faltante,Faltante,Faltante,,,,
1367,Control ADC,Sobrante,Sobrante,Sobrante,,,,
1368,Control ADC,Precio_compra,Precio Compra,Precio Compra,,,,
1369,Control ADC,Plazo,Plazo,Plazo,,,,
1370,Control ADC,Broker,Broker,Broker,,,,
1371,Control ADC,Region,Region,Region,,,,
1372,Control ADC,Vende,Vende,Vende,,,,
1373,Control ADC,Volumen_compra,Volumen Compra,Volumen Compra,,,,
1374,Control ADC,Id_precio,Id Precio,Id Precio,,,,
1375,Control ADC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
1376,Control ADC,OC_firma,OC recepciion FO,OC recepción FO,,,,
1377,Control ADC,OC_enviada,OC envio FO,OC envío FO,,,,
1378,Control ADC,OC_recibida,OC firma Proveedor,OC firma Proveedor,,,,
1379,Control ADC,Dias_OC,Dias OC,Dias OC,,,,
1380,Control ADC,Empresa_logistica,Empresa Logistica,Empresa Logistica,,,,
1381,Control ADC,Marca_nombre_comercial,Marca Nombre Comercial,Marca Nombre Comercial,,,,
1382,Control ADC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
1383,Control ADC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
1384,Control ADC,Termino_compra,Termino Compra,Termino Compra,,,,
1385,Control ADC,Precio_referencia,Precio Compra,Precio Compra,,,,
1386,Control ADC,Valor_total_referencia,Valor Total Compra,Valor Total Compra,,,,
1387,Control ADC,Facturado,Facturado,Facturado,,,,
1388,Control ADC,Observaciones,Observaciones,Observaciones,,,,
1389,Control ADC,Dias_disponibilidad_planta,Dias Disponibilidad Planta,Dias Disponibilidad Planta,,,,
1390,Control ADC,Dias_despacho_planta,Dias Despacho Planta,Dias Despacho Planta,,,,
1391,Control ADC,Facturador_final,Facturador Final,Facturador Final,,,,
1392,Control ADC,Fecha_pago,Fecha Pago,Fecha Pago,,,,
1393,Control ADC,Categoria,Categoria,Categoria,,,,
1394,Control ADC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,
1395,Control ADC,Docto_digital_recibido,Docto Digital Recibido,Docto Digital Recibido,,,,
1396,Control ADC,Docto_original_recibido,Docto Original Recibido,Docto Original Recibido,,,,
1397,Control ADC,Cantidad_facturada,Cantidad Facturada,Cantidad Facturada,,,,
1398,Control ADC,Proveedor,Proveedor,Proveedor,,,,
1399,Control ADC,No_factura,No Factura,No Factura,,,,
1400,Control ADC,Incoterm,Incoterm,Incoterm,,,,
1401,Control ADC,Fecha_recepcion_lista_empaque,Fecha Recepcion Lista Empaque,Fecha Recepcion Lista Empaque,,,,
1402,Control ADC,Fecha_respuesta_planificacion,Fecha Respuesta Planificacion,Fecha Respuesta Planificacion,,,,
1403,Control ADC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,
1404,Control ADC,Gestores,Gestores,Gestores,,,,
1405,Control ADC,Notifica_embarque,Notifica Embarque,Notifica Embarque,,,,
1406,Control ADC,Confirma_compra,Confirma Compra,Confirma Compra,,,,
1407,Control ADC,Id_estado,Estado,Estado,,,,
1408,Control ADC,id_presentacion_final,Presentacion Final,Presentacion Final,,,,
1409,Control ADC,Solicitud_facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,
1410,Control ADC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,
1411,Control ADC,Proforma_proveedor,Proforma Proveedor,Proforma Proveedor,,,,
1412,Control ADC,flete_compra,Flete Compra,Flete Compra,,,,
1413,destino_final,,Destino Final,Destino Final,,,,
1414,destino_final,id_destino_final,Id Destino Final,Id Destino Final,,,,
1415,destino_final,Destino_final,Destino Final,Destino Final,,,,
1416,empresa_logistica,,Empresa Logistica,Empresa Logistica,,,,
1417,empresa_logistica,id_empresa_logistica,Id Empresa Logistica,Id Empresa Logistica,,,,
1418,empresa_logistica,Empresa_Logistica,Empresa Logistica,Empresa Logistica,,,,
1419,empresa_logistica,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1420,Operaciones ADC,,Operaciones ADC,Operaciones ADC,,,,
1421,Operaciones ADC,Estado,Estado,Estado,,,,
1422,Operaciones ADC,Ano_compra,Ano Compra,Ano Compra,,,,
1423,Operaciones ADC,Mes_compra,Mes Compra,Mes Compra,,,,
1424,Operaciones ADC,Responsable,Responsable,Responsable,,,,
1425,Operaciones ADC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1426,Operaciones ADC,No_embarque,No Embarque,No Embarque,,,,
1427,Operaciones ADC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1428,Operaciones ADC,TM_Contenedor,TM Contenedor,TM Contenedor,,,,
1429,Operaciones ADC,Proveedor,Proveedor,Proveedor,,,,
1430,Operaciones ADC,Proforma,Proforma Proveedor,Proforma Proveedor,,,,
1431,Operaciones ADC,Cotizacion,No. Cotizacion,No. Cotizacion,,,,
1432,Operaciones ADC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,
1433,Operaciones ADC,Lote,Lote,Lote,,,,
1434,Operaciones ADC,Material_SAP,Material SAP,Material SAP,,,,
1435,Operaciones ADC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,
1436,Operaciones ADC,OC_Firma_Proveedor,OC Firma Proveedor,OC Firma Proveedor,,,,
1437,Operaciones ADC,OC_Envio_FO,OC Envio FO,OC Envio FO,,,,
1438,Operaciones ADC,OC_Recepcion_FO,OC Recepcion FO,OC Recepcion FO,,,,
1439,Operaciones ADC,Dias_OC,Dias OC,Dias OC,,,,
1440,Operaciones ADC,Categoria,Categoria,Categoria,,,,
1441,Operaciones ADC,Producto,Producto,Producto,,,,
1442,Operaciones ADC,Codigo_Producto_Cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,
1443,Operaciones ADC,Volumen,Volumen,Volumen,,,,
1444,Operaciones ADC,Unidad,Unidad,Unidad,,,,
1445,Operaciones ADC,Presentacion,Presentacion,Presentacion,,,,
1446,Operaciones ADC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1447,Operaciones ADC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1448,Operaciones ADC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1449,Operaciones ADC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1450,Operaciones ADC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1451,Operaciones ADC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1452,Operaciones ADC,Tiempo_entrega,Tiempo Entrega,Tiempo Entrega,,,,
1453,Operaciones ADC,Tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
1454,Operaciones ADC,Consignatario,Consignatario,Consignatario,,,,
1455,Operaciones ADC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1456,Operaciones ADC,Pais_destino,Pais Destino,Pais Destino,,,,
1457,Operaciones ADC,Origen,Origen,Origen,,,,
1458,Operaciones ADC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1459,Operaciones ADC,Pais_carga,Pais Carga,Pais Carga,,,,
1460,Operaciones ADC,Empresa_Logistica,Empresa Logistica,Empresa Logistica,,,,
1461,Operaciones ADC,Precio_Compra,Precio Compra,Precio Compra,,,,
1462,Operaciones ADC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,
1463,Operaciones ADC,Termino_Compra,Termino Compra,Termino Compra,,,,
1464,Operaciones ADC,DestinoF,Destino Final,Destino Final,,,,
1465,Operaciones ADC,Valor_total_Compra,Valor Total Compra,Valor Total Compra,,,,
1466,Operaciones ADC,Observaciones_Pedido,Observaciones Pedido,Observaciones Pedido,,,,
1467,Operaciones ADC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1468,Operaciones ADC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1469,Operaciones ADC,Termino_Venta,Termino Venta,Termino Venta,,,,
1470,Operaciones ADC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1471,Operaciones ADC,Observaciones_Control,Observaciones Control,Observaciones Control,,,,
1472,Operaciones ADC,Documento_Digital_Recibido,Documento Digital Recibido,Documento Digital Recibido,,,,
1473,Operaciones ADC,Documento_Original_Recibido,Documento Original Recibido,Documento Original Recibido,,,,
1474,Operaciones ADC,Docto_Digital_Enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
1475,Operaciones ADC,Docto_Original_Enviado,Docto Original Enviado,Docto Original Enviado,,,,
1476,Operaciones ADC,Solicitud_Facturacion_FO,Solicitud Facturacion FO,Solicitud Facturacion FO,,,,
1477,Operaciones ADC,Facturacion_FO,Facturacion FO,Facturacion FO,,,,
1478,Operaciones ADC,No_factura_sourcing,No Factura Sourcing,No Factura Sourcing,,,,
1479,Operaciones ADC,Facturador_final,Facturador Final,Facturador Final,,,,
1480,Operaciones ADC,No_factura_trading,No Factura Trading,No Factura Trading,,,,
1481,Operaciones ADC,Observaciones_Seguimiento,Observaciones Seguimiento,Observaciones Seguimiento,,,,
1482,Operaciones ADC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
1483,Operaciones ADC,Gasto,Gastos Internación,Gastos Internación,,,,
1484,Cliente ADC,,Cliente ADC,Cliente ADC,,,,
1485,Cliente ADC,Responsable,Responsable,Responsable,,,,
1486,Cliente ADC,No_OC_Cliente,No OC Cliente,No OC Cliente,,,,
1487,Cliente ADC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1488,Cliente ADC,No_Cotizacion,No Cotizacion,No Cotizacion,,,,
1489,Cliente ADC,Categoria,Categoria,Categoria,,,,
1490,Cliente ADC,Producto,Producto,Producto,,,,
1491,Cliente ADC,Codigo_Producto_Cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,
1492,Cliente ADC,Proveedor,Proveedor,Proveedor,,,,
1493,Cliente ADC,Volumen,Volumen,Volumen,,,,
1494,Cliente ADC,Unidad,Unidad,Unidad,,,,
1495,Cliente ADC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1496,Cliente ADC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1497,Cliente ADC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1498,Cliente ADC,DestinoF,Destino Final,Destino Final,,,,
1499,Cliente ADC,EmpresaL,Empresa Logistica,Empresa Logistica,,,,
1500,Cliente ADC,Origen,Origen,Origen,,,,
1501,Cliente ADC,Pais_carga,Pais Carga,Pais Carga,,,,
1502,Cliente ADC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1503,Cliente ADC,Pais_destino,Pais Destino,Pais Destino,,,,
1504,Cliente ADC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1505,Cliente ADC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1506,Cliente ADC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1507,Cliente ADC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1508,Cliente ADC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1509,Cliente ADC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1510,Cliente ADC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1511,Cliente ADC,No_Factura_Trad,No Factura Trading,No Factura Trading,,,,
1512,Cliente ADC,Docto_Digital_Enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
1513,Cliente ADC,Recepcion_originales_UO,Recepcion Originales UO,Recepcion Originales UO,,,,
1514,Cliente ADC,Consignatario,Consignatario,Consignatario,,,,
1515,Cliente ADC,No_Embarque,No Embarque,No Embarque,,,,
1516,Cliente ADC,Presentacion,Presentacion,Presentacion,,,,
1517,Cliente ADC,Termino,Termino de Venta,Termino de Venta,,,,
1518,Cliente ADC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,
1519,Cliente ADC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,
1520,lst_presentacion,,Lst Presentacion,Lst Presentacion,,,,
1521,lst_presentacion,Id_presentacion,Id Presentacion,Id Presentacion,,,,
1522,lst_presentacion,Id_producto,Id Producto,Id Producto,,,,
1523,lst_presentacion,Descripcion,Descripcion,Descripcion,,,,
1524,producto_cliente,,Producto Cliente,Producto Cliente,,,,
1525,producto_cliente,id_producto_cliente,Id Producto Cliente,Id Producto Cliente,,,,
1526,producto_cliente,Codigo_Producto,Codigo Producto,Codigo Producto,,,,
1527,producto_cliente,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1528,producto_cliente,id_producto,Producto,Producto,,,,
1529,termino_venta,,Termino Venta,Termino Venta,,,,
1530,termino_venta,id_termino_venta,Id Termino Venta,Id Termino Venta,,,,
1531,termino_venta,Termino_Venta,Termino Venta,Termino Venta,,,,
1532,termino_venta,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1533,termino_venta,tipo_termino,Tipo Termino,Tipo Termino,,,,
1534,tipo_termino,,Tipo Termino,Tipo Termino,,,,
1535,tipo_termino,id_tipo_termino,Id Tipo Termino,Id Tipo Termino,,,,
1536,tipo_termino,Tipo_Termino,Tipo Termino,Tipo Termino,,,,
1537,lst_presentacion1,,Lst Presentacion1,Lst Presentacion1,,,,
1538,lst_presentacion1,Id_presentacion,Id Presentacion,Id Presentacion,,,,
1539,lst_presentacion1,Id_producto,Id Producto,Id Producto,,,,
1540,lst_presentacion1,Descripcion,Descripcion,Descripcion,,,,
1541,tipo_transito,,Tipo Transito,Tipo Transito,,,,
1542,tipo_transito,id_tipo_transito,Id Tipo Transito,Id Tipo Transito,,,,
1543,tipo_transito,id_tipo_prod,Tipo Producto,Tipo Producto,,,,
1544,tipo_transito,id_tiempo_transito,Tiempo de Transito,Tiempo de Transito,,,,
1545,tipo_transito,desde_dias,Desde Dias,Desde Dias,,,,
1546,tipo_transito,hasta_dias,Hasta Dias,Hasta Dias,,,,
1547,tipo_transporte,,Tipo Transporte,Tipo Transporte,,,,
1548,tipo_transporte,id_tipo_transporte,Id Tipo Transporte,Id Tipo Transporte,,,,
1549,tipo_transporte,Tipo_Transporte,Tipo Transporte,Tipo Transporte,,,,
1550,tiempo_transito,,Tiempo Transito,Tiempo Transito,,,,
1551,tiempo_transito,id_tiempo_transito,Id Tiempo Transito,Id Tiempo Transito,,,,
1552,tiempo_transito,tiempo_transito,Tiempo Transito,Tiempo Transito,,,,
1553,prod_cliente,,Prod Cliente,Prod Cliente,,,,
1554,prod_cliente,id_producto_cliente,Id Producto Cliente,Id Producto Cliente,,,,
1555,prod_cliente,id_producto,Id Producto,Id Producto,,,,
1556,prod_cliente,descripcion,Descripcion,Descripcion,,,,
1557,Resumen Operaciones ADC,,Resumen Operaciones ADC,Resumen Operaciones ADC,,,,
1558,Resumen Operaciones ADC,Estado,Estado,Estado,,,,
1559,Resumen Operaciones ADC,Ano_compra,A�o Compra,Año Compra,,,,
1560,Resumen Operaciones ADC,Mes_compra,Mes Compra,Mes Compra,,,,
1561,Resumen Operaciones ADC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1562,Resumen Operaciones ADC,Proforma,Proforma Proveedor,Proforma Proveedor,,,,
1563,Resumen Operaciones ADC,No_embarque,No Embarque,No Embarque,,,,
1564,Resumen Operaciones ADC,Proveedor,Proveedor,Proveedor,,,,
1565,Resumen Operaciones ADC,Categoria,Categoria,Categoria,,,,
1566,Resumen Operaciones ADC,Producto,Producto,Producto,,,,
1567,Resumen Operaciones ADC,Codigo_Producto_Cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,
1568,Resumen Operaciones ADC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,
1569,Resumen Operaciones ADC,TM_Contenedor,TM Contenedores,TM Contenedores,,,,
1570,Resumen Operaciones ADC,Volumen,Volumen,Volumen,,,,
1571,Resumen Operaciones ADC,Unidad,Unidad,Unidad,,,,
1572,Resumen Operaciones ADC,Precio_Compra,Precio Compra,Precio Compra,,,,
1573,Resumen Operaciones ADC,Incoterm_compra,Incoterm Compra,Incoterm Compra,,,,
1574,Resumen Operaciones ADC,DestinoF,Destino Final,Destino Final,,,,
1575,Resumen Operaciones ADC,Termino_Compra,Termino Compra,Termino Compra,,,,
1576,Resumen Operaciones ADC,Valor_total_Compra,Valor Total Compra,Valor Total Compra,,,,
1577,Resumen Operaciones ADC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,
1578,Resumen Operaciones ADC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,
1579,Resumen Operaciones ADC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1580,Resumen Operaciones ADC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1581,Resumen Operaciones ADC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1582,Resumen Operaciones ADC,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1583,Resumen Operaciones ADC,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1584,Resumen Operaciones ADC,Pais_carga,Pais Carga,Pais Carga,,,,
1585,Resumen Operaciones ADC,Pais_Origen,Pais Origen,Pais Origen,,,,
1586,Resumen Operaciones ADC,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1587,Cliente ADC Weekly,,Cliente ADC Weekly,Cliente ADC Weekly,,,,
1588,Cliente ADC Weekly,Responsable,Responsable,Responsable,,,,
1589,Cliente ADC Weekly,No_OC_Cliente,No OC Cliente,No OC Cliente,,,,
1590,Cliente ADC Weekly,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,
1591,Cliente ADC Weekly,No_Cotizacion,No Cotizacion,No Cotizacion,,,,
1592,Cliente ADC Weekly,Categoria,Categoria,Categoria,,,,
1593,Cliente ADC Weekly,Producto,Producto,Producto,,,,
1594,Cliente ADC Weekly,Codigo_Producto_Cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,
1595,Cliente ADC Weekly,Proveedor,Proveedor,Proveedor,,,,
1596,Cliente ADC Weekly,Volumen,Volumen,Volumen,,,,
1597,Cliente ADC Weekly,Unidad,Unidad,Unidad,,,,
1598,Cliente ADC Weekly,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,
1599,Cliente ADC Weekly,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,
1600,Cliente ADC Weekly,DestinoF,Destino Final,Destino Final,,,,
1601,Cliente ADC Weekly,Puerto_carga,Puerto Carga,Puerto Carga,,,,
1602,Cliente ADC Weekly,Puerto_destino,Puerto Destino,Puerto Destino,,,,
1603,Cliente ADC Weekly,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,
1604,Cliente ADC Weekly,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,
1605,Cliente ADC Weekly,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,
1606,Cliente ADC Weekly,Estado_arribo,Estado Arribo,Estado Arribo,,,,
1607,Cliente ADC Weekly,No_Factura_Trad,No Factura Trading,No Factura Trading,,,,
1608,Cliente ADC Weekly,Docto_Digital_Enviado,Docto Digital Enviado,Docto Digital Enviado,,,,
1609,Cliente ADC Weekly,Recepcion_originales_UO,Recepcion Originales UO,Recepcion Originales UO,,,,
1610,Pagos a la Vista,,Pagos a la Vista,Pagos a la Vista,,,,
1611,Pagos a la Vista,Proveedor,Proveedor,Proveedor,,,,
1612,Pagos a la Vista,Por_Anticipo,Porcentaje de Anticipo,% de Anticipo,,,,
1613,Pagos a la Vista,Orden_Compra,Orden de Compra,Orden de Compra,,,,
1614,Pagos a la Vista,Valor_Total,Valor Total Compra,Valor Total Compra,,,,
1615,Pagos a la Vista,Monto_Anticipo,Monto Anticipo,Monto Anticipo,,,,
1616,Pagos a la Vista,Monto_Complemento,Monto Complemento,Monto Complemento,,,,
1617,Pagos a la Vista,Consignatario,Consignatario,Consignatario,,,,
1618,Pagos a la Vista,Valor_Total_Venta,Valor Total de Venta,Valor Total de Venta,,,,
1619,Pagos a la Vista,termino_venta,Termino de Venta,Termino de Venta,,,,
1620,Pagos a la Vista,Fecha,Fecha,Fecha,,,,
1621,Pagos a la Vista,Fecha_Pago,Fecha de Pago,Fecha de Pago,,,,
1622,Pagos a la Vista,Estado_Pago,Estado de Pago Complemento,Estado de Pago Complemento,,,,
1623,Pagos a la Vista,Status_Pago_Anticipo,Status Pago Anticipo,Status Pago Anticipo,,,,
1624,Pagos a la Vista,Persona_Cargo,Persona a Cargo,Persona a Cargo,,,,
1625,Pagos a la Vista,Observaciones,Observaciones,Observaciones,,,,
1626,estado_pago,,Estado Pago,Estado Pago,,,,
1627,estado_pago,id_estado_pago,Id Estado Pago,Id Estado Pago,,,,
1628,estado_pago,Estado,Estado,Estado,,,,
1629,estado_pago,anticipo,Anticipo,Anticipo,,,,
1630,sla_documento,,Sla Documento,Sla Documento,,,,
1631,sla_documento,id_sla,Id Sla,Id Sla,,,,
1632,sla_documento,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1633,sla_documento,tipo_documento,Tipo Documento,Tipo Documento,,,,
1634,sla_documento,id_tiempo_transito,Tiempo de Transito,Tiempo de Transito,,,,
1635,sla_documento,formula_1,Formula 1,Formula 1,,,,
1636,sla_documento,dias_1,Dias F1,Dias F1,,,,
1637,sla_documento,formula_2,Formula 2,Formula 2,,,,
1638,sla_documento,dias_2,Dias F2,Dias F2,,,,
1639,sla_documento,aplica_proforma,Aplica Proforma,Aplica Proforma,,,,
1640,sla_documento_detalle,,Sla Documento Detalle,Sla Documento Detalle,,,,
1641,sla_documento_detalle,id_sla_detalle,Id Sla Detalle,Id Sla Detalle,,,,
1642,sla_documento_detalle,id_sla,Id Sla,Id Sla,,,,
1643,sla_documento_detalle,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1644,sla_documento_detalle,id_pais,Pais,País,,,,
1645,sla_documento_detalle,empresa,Consignatario,Consignatario,,,,
1646,sla_documento_detalle,activo,Activo,Activo,,,,
1647,sla_pais_detalle,,Sla Pais Detalle,Sla Pais Detalle,,,,
1648,sla_pais_detalle,id_sla_pais,Id Sla Pais,Id Sla Pais,,,,
1649,sla_pais_detalle,id_sla,Id Sla,Id Sla,,,,
1650,sla_pais_detalle,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,
1651,sla_pais_detalle,id_pais,Pais,Pais,,,,
1652,sla_pais_detalle,id_destino,Puerto,Puerto,,,,
1653,sla_pais_detalle,activo,Activo,Activo,,,,
1654,parametro_compra,,Parametro Compra,Parametro Compra,,,,
1655,parametro_compra,empresa,Consignatario,Consignatario,,,,
1656,parametro_compra,id_producto,Producto,Producto,,,,
1657,parametro_compra,id_puerto_descarga,Puerto de Descarga,Puerto de Descarga,,,,
1658,parametro_compra,fecha_validez,Fecha de Validez,Fecha de Validez,,,,
1659,compra_pedido,,Purchase,Compra Pedido,,,,
1660,compra_pedido,id_detalle_pedido,Order Detail Id,Id Detalle Pedido,,,,
1661,compra_pedido,PEDIDO,Order,PEDIDO,,,,
1662,compra_pedido,Costo_referencia,Reference Cost CFR,Costo Referencia CFR,,,,
1663,compra_pedido,Precio_vista,Suggested Price at sight,Precio Sugerido a la Vista,,,,
1664,compra_pedido,Fecha_pedido,Price confirmation date,Fecha de confirmacion de Precio,,,,
1665,compra_pedido,NC,CN,NC,,,,
1666,compra_pedido,Obs_costo,Cost observations,Observaciones Costo,,,,
1667,compra_pedido,Obs_precio,Price observations,Observaciones Precio,,,,
1668,compra_pedido,Usuario_registro1,Register User 1,Usuario Registro1,,,,
1669,compra_pedido,Fecha_registroC,Register date Cost,Fecha RegistroC,,,,
1670,compra_pedido,Usuario_registro2,Register User 2,Usuario Registro2,,,,
1671,compra_pedido,Fecha_registroP,Register date Price,Fecha RegistroP,,,,
1672,compra_pedido,archivo,File,Archivo,,,,
1673,compra_pedido,id_unico,Unique ID,Id Unico,,,,
1674,compra_pedido,Fecha_compra,Purchase confirmation date,Fecha de confirmación de Compra,,,,
1675,compra_pedido,obs_sls,Internal SLS observations,Observaciones internas SLS,,,,
1676,SLA_Compra_Pedido,,SLA Compra Pedido,SLA Compra Pedido,,,,
1677,SLA_Compra_Pedido,buque,Buque,Buque,,,,
1678,SLA_Compra_Pedido,Fecha_compra,Fecha de Confirmación de Compra,Fecha de Confirmación de Compra,,,,
1679,SLA_Compra_Pedido,Producto,Producto,Producto,,,,
1680,SLA_Compra_Pedido,Unidad,Unidad,Unidad,,,,
1681,SLA_Compra_Pedido,Cantidad,Cantidad,Cantidad,,,,
1682,SLA_Compra_Pedido,Puerto_Descarga,Puerto de Descarga,Puerto de Descarga,,,,
1683,SLA_Compra_Pedido,Costo_referencia,Costo Referencia,Costo Referencia,,,,
1684,SLA_Compra_Pedido,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,
1685,SLA_Compra_Pedido,Fecha_pedido,Fecha de Confirmación de Precio,Fecha de Confirmación de Precio,,,,
1686,SLA_Compra_Pedido,NC,NC,NC,,,,
1687,SLA_Compra_Pedido,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,
1688,SLA_Compra_Pedido,Fecha_registroC,Fecha Registro Compra,Fecha Registro Compra,,,,
1689,SLA_Compra_Pedido,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,
