,Unnamed: 0,Table,Field,English,Spanish,English Tooltips,Spanish Tooltips,English Placeholders,Spanish Placeholders,traduccion
1082,1082,Operaciones PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
1083,1083,Operaciones PPC IPDC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
1084,1084,Operaciones PPC IPDC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
1085,1085,Operaciones PPC IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
1086,1086,Operaciones PPC IPDC,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
1087,1087,Operaciones PPC IPDC,Observaciones_Control,Observaciones Control,Observaciones Control,,,,,Observaciones Control
1088,1088,Operaciones PPC IPDC,Fecha_pago,Fecha Pago,Fecha Pago,,,,,Fecha Pago
1089,1089,Operaciones PPC IPDC,Grupo_Articulo,Grupo Articulo,Grupo Articulo,,,,,Grupo Articulo
1090,1090,Gestion de Calidad - PPC IPDC,,Gestion de Calidad - PPC IPDC,Gestion de Calidad - PPC IPDC,,,,,Gestion de Calidad - PPC IPDC
1091,1091,Gestion de Calidad - PPC IPDC,No_OC_Sourcing,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
1092,1092,Gestion de Calidad - PPC IPDC,Producto,Producto,Producto,,,,,Producto
1093,1093,Gestion de Calidad - PPC IPDC,Material_SAP,Material SAP,Material SAP,,,,,Material SAP
1094,1094,Gestion de Calidad - PPC IPDC,Volumen,Volumen,Volumen,,,,,Volumen
1095,1095,Gestion de Calidad - PPC IPDC,Unidad,Unidad,Unidad,,,,,Unidad
1096,1096,Gestion de Calidad - PPC IPDC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
1097,1097,Gestion de Calidad - PPC IPDC,Responsable,Responsable,Responsable,,,,,Responsable
1098,1098,Gestion de Calidad - PPC IPDC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
1099,1099,Gestion de Calidad - PPC IPDC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
1100,1100,Gestion de Calidad - PPC IPDC,Origen,Origen,Origen,,,,,Origen
1101,1101,Gestion de Calidad - PPC IPDC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
1102,1102,Gestion de Calidad - PPC IPDC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
1103,1103,Gestion de Calidad - PPC IPDC,Puerto_destino,Puerto Destino,Puerto Destino,,,,,Puerto Destino
1104,1104,Gestion de Calidad - PPC IPDC,Pais_destino,Pais Destino,Pais Destino,,,,,Pais Destino
1105,1105,Gestion de Calidad - PPC IPDC,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1106,1106,Gestion de Calidad - PPC IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
1107,1107,Gestion de Calidad - PPC IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
1108,1108,Gestion de Calidad - PPC IPDC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
1109,1109,Gestion de Calidad - PPC IPDC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
1110,1110,Gestion de Calidad - PPC IPDC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
1111,1111,Pagos IPDC,,Pagos IPDC,Pagos IPDC,,,,,Pagos IPDC
1112,1112,Pagos IPDC,Estado,Estado,Estado,,,,,Estado
1113,1113,Pagos IPDC,Responsable,Responsable,Responsable,,,,,Responsable
1114,1114,Pagos IPDC,No_OC_Cliente,No Oc Cliente,No Oc Cliente,,,,,No Oc Cliente
1115,1115,Pagos IPDC,Producto,Producto,Producto,,,,,Producto
1116,1116,Pagos IPDC,Proveedor,Proveedor,Proveedor,,,,,Proveedor
1117,1117,Pagos IPDC,Termino_compra,Termino Compra,Termino Compra,,,,,Termino Compra
1118,1118,Pagos IPDC,Valor_total_referencia,Valor Total Referencia,Valor Total Referencia,,,,,Valor Total Referencia
1119,1119,Pagos IPDC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
1120,1120,Pagos IPDC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
1121,1121,Pagos IPDC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
1122,1122,Pagos IPDC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
1123,1123,Pagos IPDC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
1124,1124,Pagos IPDC,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
1125,1125,licitacion,,Licitacion,Licitacion,,,,,Licitacion
1126,1126,licitacion,id_tender,ID TENDER,ID TENDER,,,,,ID TENDER
1127,1127,licitacion,Fecha_cotizacion,Fecha de RecepciÃ³n de Cotizaciones,Fecha de RecepciÃ³n de Cotizaciones,,,,,Fecha de RecepciÃ³n de Cotizaciones
1128,1128,licitacion,archivo,Archivo Adjunto,Archivo Adjunto,,,,,Archivo Adjunto
1129,1129,licitacion,Fecha_registro,Fecha de registro,Fecha de registro,,,,,Fecha de registro
1130,1130,licitacion,Usuario,Usuario,Usuario,,,,,Usuario
1131,1131,licitacion,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1132,1132,tipo_sla,,Tipo Sla,Tipo Sla,,,,,Tipo Sla
1133,1133,tipo_sla,id_tipo_sla,Id Tipo SLA,Id Tipo SLA,,,,,Id Tipo SLA
1134,1134,tipo_sla,descripcion,Descripcion,Descripcion,,,,,Descripcion
1135,1135,sla,,Sla,Sla,,,,,Sla
1136,1136,sla,id_sla,Id SLA,Id SLA,,,,,Id SLA
1137,1137,sla,id_tipo_sla,Tipo de SLA,Tipo de SLA,,,,,Tipo de SLA
1138,1138,sla,Descripcion,Descripcion,Descripcion,,,,,Descripcion
1139,1139,sla,Formula,Formula,Formula,,,,,Formula
1140,1140,sla,dias_sla,Dias SLA,Dias SLA,,,,,Dias SLA
1141,1141,sla,fecha_vigente,Fecha de Vigencia,Fecha de Vigencia,,,,,Fecha de Vigencia
1142,1142,sla,fecha_modificacion,Fecha de ModificaciÃ³n,Fecha de ModificaciÃ³n,,,,,Fecha de ModificaciÃ³n
1143,1143,sla,Id_tipopsp,Acuerdo de Servicio,Acuerdo de Servicio,,,,,Acuerdo de Servicio
1144,1144,sla,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1145,1145,SLA_Compra,,SLA Compra,SLA Compra,,,,,SLA Compra
1146,1146,SLA_Compra,correlativo,Correlativo,Correlativo,,,,,Correlativo
1147,1147,SLA_Compra,buque,Buque,Buque,,,,,Buque
1148,1148,SLA_Compra,Fecha_compra,Fecha de ConfirmaciÃ³n de Compra,Fecha de ConfirmaciÃ³n de Compra,,,,,Fecha de ConfirmaciÃ³n de Compra
1149,1149,SLA_Compra,Id_producto,Producto,Producto,,,,,Producto
1150,1150,SLA_Compra,id_unidad,Unidad de Medida,Unidad de Medida,,,,,Unidad de Medida
1151,1151,SLA_Compra,Cantidad,Cantidad,Cantidad,,,,,Cantidad
1152,1152,SLA_Compra,Id_destino,Puerto de Descarga,Puerto de Descarga,,,,,Puerto de Descarga
1153,1153,SLA_Compra,Costo_referencia,Costo de Referencia,Costo de Referencia,,,,,Costo de Referencia
1154,1154,SLA_Compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,,Precio Sugerido a la Vista
1155,1155,SLA_Compra,Fecha_pedido,Fecha de ConfirmaciÃ³n de Precio,Fecha de ConfirmaciÃ³n de Precio,,,,,Fecha de ConfirmaciÃ³n de Precio
1156,1156,SLA_Compra,NC,NC,NC,,,,,NC
1157,1157,SLA_Compra,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,,Usuario Registro1
1158,1158,SLA_Compra,Fecha_registroC,Fecha Registro Compra,Fecha Registro Compra,,,,,Fecha Registro Compra
1159,1159,SLA_Compra,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,,Usuario Registro2
1160,1160,SLA_Compra,Fecha_registroP,Fecha Registro Precio,Fecha Registro Precio,,,,,Fecha Registro Precio
1161,1161,SLA_Compra,SLA,SLA1 (Registro de la Compra),SLA1 (Registro de la Compra),,,,,SLA1 (Registro de la Compra)
1162,1162,SLA_Compra,SLA2,SLA2 (Registro de CÃ³digo de Embarque),SLA2 (Registro de CÃ³digo de Embarque),,,,,SLA2 (Registro de CÃ³digo de Embarque)
1163,1163,SLA_Licitacion,,SLA Licitacion,SLA Licitacion,,,,,SLA Licitacion
1164,1164,SLA_Licitacion,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1165,1165,SLA_Licitacion,id_tender,ID TENDER,ID TENDER,,,,,ID TENDER
1166,1166,SLA_Licitacion,Fecha_cotizacion,Fecha de RecepciÃ³n de Cotizaciones,Fecha de RecepciÃ³n de Cotizaciones,,,,,Fecha de RecepciÃ³n de Cotizaciones
1167,1167,SLA_Licitacion,archivo,Archivo Adjunto,Archivo Adjunto,,,,,Archivo Adjunto
1168,1168,SLA_Licitacion,Fecha_registro,Fecha de registro,Fecha de registro,,,,,Fecha de registro
1169,1169,SLA_Licitacion,Usuario,Usuario,Usuario,,,,,Usuario
1170,1170,SLA_Licitacion,SLA,SLA,SLA,,,,,SLA
1171,1171,presentacion_final,,Presentacion Final,Presentacion Final,,,,,Presentacion Final
1172,1172,presentacion_final,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,,Id Presentacion Final
1173,1173,presentacion_final,descripcion,Descripcion,Descripcion,,,,,Descripcion
1174,1174,presentacion_final,id_tipo_prod,Tipo de Producto,Tipo de Producto,,,,,Tipo de Producto
1175,1175,tipo_pspsla,,Tipo Pspsla,Tipo Pspsla,,,,,Tipo Pspsla
1176,1176,tipo_pspsla,id_tipopsp,Id Tipopsp,Id Tipopsp,,,,,Id Tipopsp
1177,1177,tipo_pspsla,descripcion,Descripcion,Descripcion,,,,,Descripcion
1178,1178,sla_psp,,Sla Psp,Sla Psp,,,,,Sla Psp
1179,1179,sla_psp,id_slapsp,Id Slapsp,Id Slapsp,,,,,Id Slapsp
1180,1180,sla_psp,Valor_modificacion,Valor de Modificacion,Valor de ModificaciÃ³n,,,,,Valor de Modificacion
1181,1181,sla_psp,fecha_notificacion,Fecha de NotificaciÃ³n,Fecha de NotificaciÃ³n,,,,,Fecha de NotificaciÃ³n
1182,1182,sla_psp,archivo,Correo,Correo,,,,,Correo
1183,1183,sla_psp,usuario,Usuario,Usuario,,,,,Usuario
1184,1184,sla_psp,fecha_registro,Fecha Registro ModificaciÃ³n,Fecha Registro ModificaciÃ³n,,,,,Fecha Registro ModificaciÃ³n
1185,1185,sla_psp,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,,Tipo de Cambio
1186,1186,sla_psp,id_master,Id Master,Id Master,,,,,Id Master
1187,1187,sla_psp,observaciones,Observaciones,Observaciones,,,,,Observaciones
1188,1188,sla_psp,id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1189,1189,SLA_PSP_Reporte,,SLA PSP Reporte,SLA PSP Reporte,,,,,SLA PSP Reporte
1190,1190,SLA_PSP_Reporte,id_slapsp,ID,ID,,,,,ID
1191,1191,SLA_PSP_Reporte,buque,Buque,Buque,,,,,Buque
1192,1192,SLA_PSP_Reporte,Valor_modificacion,Valor de  Modificacion,Valor de ModificaciÃ³n,,,,,Valor de  Modificacion
1193,1193,SLA_PSP_Reporte,fecha_notificacion,Fecha de NotificaciÃ³n,Fecha de NotificaciÃ³n,,,,,Fecha de NotificaciÃ³n
1194,1194,SLA_PSP_Reporte,archivo,Correo,Correo,,,,,Correo
1195,1195,SLA_PSP_Reporte,observaciones,Observaciones,Observaciones,,,,,Observaciones
1196,1196,SLA_PSP_Reporte,usuario,Usuario,Usuario,,,,,Usuario
1197,1197,SLA_PSP_Reporte,fecha_registro,Fecha Registro ModificaciÃ³n,Fecha Registro ModificaciÃ³n,,,,,Fecha Registro ModificaciÃ³n
1198,1198,SLA_PSP_Reporte,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,,Tipo de Cambio
1199,1199,SLA_PSP_Reporte,SLA,SLA,SLA,,,,,SLA
1200,1200,SLA_PSP_Reporte,id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1201,1201,SLA_PSP_Reporte,Consignatario,Consignatario,Consignatario,,,,,Consignatario
1202,1202,pais_puerto,,Pais Puerto,Pais Puerto,,,,,Pais Puerto
1203,1203,pais_puerto,id_grupo,Grupo,Grupo,,,,,Grupo
1204,1204,pais_puerto,id_pais,Pais,Pais,,,,,Pais
1205,1205,pais_puerto,id_puerto,Puerto,Puerto,,,,,Puerto
1206,1206,pais_puerto,id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1207,1207,Promedio Compra,,Promedio Compra,Promedio Compra,,,,,Promedio Compra
1208,1208,Promedio Compra,Registro,Acuerdo de Servicio,Acuerdo de Servicio,,,,,Acuerdo de Servicio
1209,1209,Promedio Compra,Fecha,Fecha,Fecha,,,,,Fecha
1210,1210,Promedio Compra,Producto,Producto,Producto,,,,,Producto
1211,1211,Promedio Compra,Pais,Pais,Pais,,,,,Pais
1212,1212,Promedio Compra,Puerto,SLA de Puerto,SLA de Puerto,,,,,SLA de Puerto
1213,1213,Promedio Compra,Usuario,SLA de Usuario,SLA de Usuario,,,,,SLA de Usuario
1214,1214,Promedio Compra,Fecha_Registro,Fecha Registro,Fecha Registro,,,,,Fecha Registro
1215,1215,Promedio Compra,SLA,SLA,SLA,,,,,SLA
1216,1216,Promedio Compra,Dias_Promedio,Dias Promedio,Dias Promedio,,,,,Dias Promedio
1217,1217,Promedio Licitacion,,Promedio Licitacion,Promedio Licitacion,,,,,Promedio Licitacion
1218,1218,Promedio Licitacion,id_tender,Id Tender,Id Tender,,,,,Id Tender
1219,1219,Promedio Licitacion,Fecha_cotizacion,Fecha Cotizacion,Fecha Cotizacion,,,,,Fecha Cotizacion
1220,1220,Promedio Licitacion,Fecha_registro,Fecha Registro,Fecha Registro,,,,,Fecha Registro
1221,1221,Promedio Licitacion,Usuario,Usuario,Usuario,,,,,Usuario
1222,1222,Promedio Licitacion,SLA,SLA,SLA,,,,,SLA
1223,1223,Promedio Licitacion,Dias_Promedio,Dias Promedio,Dias Promedio,,,,,Dias Promedio
1224,1224,Promedio PSP Graneles,,Average PSP Graneles,Promedio PSP Graneles,,,,,Average PSP Graneles
1225,1225,Promedio PSP Graneles,Valor_modificacion,Valor de Modificacion,Valor de Modificacion,,,,,Valor de Modificacion
1226,1226,Promedio PSP Graneles,fecha_notificacion,Notifcation Date,Fecha de Notificacion,,,,,Notifcation Date
1227,1227,Promedio PSP Graneles,usuario,User,Usuario,,,,,User
1228,1228,Promedio PSP Graneles,fecha_registro,Register Date,Fecha de Registro,,,,,Register Date
1229,1229,Promedio PSP Graneles,id_tipopsp,SLA description,Acuerdo de Servicio,,,,,SLA description
1230,1230,Promedio PSP Graneles,SLA,SLA,SLA,,,,,SLA
1231,1231,Promedio PSP Graneles,Dias_promedio,Average Days,Dias Promedio,,,,,Average Days
1232,1232,compra,,Compra,Compra,,,,,Compra
1233,1233,compra,id_compra,Id Compra,Id Compra,,,,,Id Compra
1234,1234,compra,Fecha_compra,Fecha de confirmacion de Compra,Fecha de confirmacion de Compra,,,,,Fecha de confirmacion de Compra
1235,1235,compra,Id_producto,Producto,Producto,,,,,Producto
1236,1236,compra,id_unidad,Unidad de Medida,Unidad de Medida,,,,,Unidad de Medida
1237,1237,compra,Cantidad,Cantidad,Cantidad,,,,,Cantidad
1238,1238,compra,Id_destino,Puerto Descarga,Puerto Descarga,,,,,Puerto Descarga
1239,1239,compra,Costo_referencia,Costo Referencia CFR,Costo Referencia CFR,,,,,Costo Referencia CFR
1240,1240,compra,Precio_vista,Precio Sugerido a la Vista,Precio Sugerido a la Vista,,,,,Precio Sugerido a la Vista
1241,1241,compra,Fecha_pedido,Fecha de confirmaciÃ³n de Precio,Fecha de confirmaciÃ³n de Precio,,,,,Fecha de confirmaciÃ³n de Precio
1242,1242,compra,NC,NC,NC,,,,,NC
1243,1243,compra,Usuario_registro1,Usuario Registro1,Usuario Registro1,,,,,Usuario Registro1
1244,1244,compra,Fecha_registroC,Fecha RegistroC,Fecha RegistroC,,,,,Fecha RegistroC
1245,1245,compra,Usuario_registro2,Usuario Registro2,Usuario Registro2,,,,,Usuario Registro2
1246,1246,compra,Fecha_registroP,Fecha RegistroP,Fecha RegistroP,,,,,Fecha RegistroP
1247,1247,compra,buque,Buque,Buque,,,,,Buque
1248,1248,compra,correlativo,Correlativo,Correlativo,,,,,Correlativo
1249,1249,compra,archivo,Comprobante de Compra,Comprobante de Compra,,,,,Comprobante de Compra
1250,1250,compra,Obs_Costo,Obs Costo,Obs Costo,,,,,Obs Costo
1251,1251,compra,Obs_Precio,Obs Precio,Obs Precio,,,,,Obs Precio
1252,1252,sla_psp_no_modificar,,Sla Psp No Modificar,Sla Psp No Modificar,,,,,Sla Psp No Modificar
1253,1253,sla_psp_no_modificar,id_slapsp,Id Slapsp,Id Slapsp,,,,,Id Slapsp
1254,1254,sla_psp_no_modificar,Valor_modificacion,Valor de  Modificacion,Valor de ModificaciÃ³n,,,,,Valor de  Modificacion
1255,1255,sla_psp_no_modificar,fecha_notificacion,Fecha de NotificaciÃ³n,Fecha de NotificaciÃ³n,,,,,Fecha de NotificaciÃ³n
1256,1256,sla_psp_no_modificar,archivo,Correo,Correo,,,,,Correo
1257,1257,sla_psp_no_modificar,usuario,Usuario,Usuario,,,,,Usuario
1258,1258,sla_psp_no_modificar,fecha_registro,Fecha Registro ModificaciÃ³n,Fecha Registro ModificaciÃ³n,,,,,Fecha Registro ModificaciÃ³n
1259,1259,sla_psp_no_modificar,id_tipopsp,Tipo de Cambio,Tipo de Cambio,,,,,Tipo de Cambio
1260,1260,sla_psp_no_modificar,id_master,Id Master,Id Master,,,,,Id Master
1261,1261,sla_psp_no_modificar,observaciones,Observaciones,Observaciones,,,,,Observaciones
1262,1262,sla_psp_no_modificar,id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1263,1263,ADC,,ADC,ADC,,,,,ADC
1264,1264,ADC,Id_pedido,Id Pedido,Id Pedido,,,,,Id Pedido
1265,1265,ADC,Empresa,Consignatario,Consignatario,,,,,Consignatario
1266,1266,ADC,Fecha_de_Solicitud,Fecha de solicitud,Fecha de solicitud,,,,,Fecha de solicitud
1267,1267,ADC,Id_tipo_prod,Tipo de producto,Tipo de producto,,,,,Tipo de producto
1268,1268,ADC,No_orden_compra_cliente,No OC Cliente,No OC Cliente,,,,,No OC Cliente
1269,1269,ADC,No_oc_cliente,No OC Sourcing,No OC Sourcing,,,,,No OC Sourcing
1270,1270,ADC,Fecha_emision_OC,Fecha Emision OC,Fecha Emision OC,,,,,Fecha Emision OC
1271,1271,ADC,Responsable,Responsable,Responsable,,,,,Responsable
1272,1272,ADC,Estado_general_OC,Estado General OC,Estado General OC,,,,,Estado General OC
1273,1273,ADC,No_Cotizacion,No. CotizaciÃ³n,No. CotizaciÃ³n,,,,,No. CotizaciÃ³n
1274,1274,Toma pedido ADC,,Toma pedido ADC,Toma pedido ADC,,,,,Toma pedido ADC
1275,1275,Toma pedido ADC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
1276,1276,Toma pedido ADC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
1277,1277,Toma pedido ADC,Producto,Producto,Producto,,,,,Producto
1278,1278,Toma pedido ADC,Cantidad,Volumen,Volumen,,,,,Volumen
1279,1279,Toma pedido ADC,Presentacion,Presentacion,Presentacion,,,,,Presentacion
1280,1280,Toma pedido ADC,Observaciones,Observaciones,Observaciones,,,,,Observaciones
1281,1281,Toma pedido ADC,Registro,Registro,Registro,,,,,Registro
1282,1282,Toma pedido ADC,Unidad,Unidad,Unidad,,,,,Unidad
1283,1283,Toma pedido ADC,Puerto_descarga,Puerto de descarga,Puerto de descarga,,,,,Puerto de descarga
1284,1284,Toma pedido ADC,Pais_descarga,Pais de descarga,Pais de descarga,,,,,Pais de descarga
1285,1285,Toma pedido ADC,Producto_abreviado,Producto Abreviado,Producto Abreviado,,,,,Producto Abreviado
1286,1286,Toma pedido ADC,MaterialSAP,Material SAP,Material SAP,,,,,Material SAP
1287,1287,Toma pedido ADC,No_oc_cliente,No. OC Sourcing,No. OC Sourcing,,,,,No. OC Sourcing
1288,1288,Toma pedido ADC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1289,1289,Toma pedido ADC,Unidades,Unidades,Unidades,,,,,Unidades
1290,1290,Toma pedido ADC,Categoria,Categoria,Categoria,,,,,Categoria
1291,1291,Toma pedido ADC,Laycan,Laycan,Laycan,,,,,Laycan
1292,1292,Toma pedido ADC,Validacion_quilubrisa,Validacion Quilubrisa,Validacion Quilubrisa,,,,,Validacion Quilubrisa
1293,1293,Toma pedido ADC,id_presentacion_final,Id Presentacion Final,Id Presentacion Final,,,,,Id Presentacion Final
1294,1294,Toma pedido ADC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
1295,1295,Toma pedido ADC,id_destino_final,Destino Final,Destino Final,,,,,Destino Final
1296,1296,Toma pedido ADC,id_producto_cliente,Codigo Producto Cliente,Codigo Producto Cliente,,,,,Codigo Producto Cliente
1297,1297,Toma pedido ADC,id_tipo_transporte,Tipo de Transporte,Tipo de Transporte,,,,,Tipo de Transporte
1298,1298,Toma pedido ADC,dias_libres,Dias Libres de demora,Dias Libres de demora,,,,,Dias Libres de demora
1299,1299,Toma pedido ADC,gastos_internacion,Gastos InternaciÃ³n,Gastos InternaciÃ³n,,,,,Gastos InternaciÃ³n
1300,1300,Seguimiento ADC,,Seguimiento ADC,Seguimiento ADC,,,,,Seguimiento ADC
1301,1301,Seguimiento ADC,PEDIDO,PEDIDO,PEDIDO,,,,,PEDIDO
1302,1302,Seguimiento ADC,Id_detalle_pedido,Id Detalle Pedido,Id Detalle Pedido,,,,,Id Detalle Pedido
1303,1303,Seguimiento ADC,No_camion,No Camion,No Camion,,,,,No Camion
1304,1304,Seguimiento ADC,Fecha_estimada_disponibilidad_pedido,Fecha Estimada Disponibilidad Pedido,Fecha Estimada Disponibilidad Pedido,,,,,Fecha Estimada Disponibilidad Pedido
1305,1305,Seguimiento ADC,Fecha_envio_documento_tramite_permiso,Fecha Envio Documento Tramite Permiso,Fecha Envio Documento Tramite Permiso,,,,,Fecha Envio Documento Tramite Permiso
1306,1306,Seguimiento ADC,Fecha_envio_documento_definitivo,Fecha Envio Documento Definitivo,Fecha Envio Documento Definitivo,,,,,Fecha Envio Documento Definitivo
1307,1307,Seguimiento ADC,Fecha_real_disponibilidad_pedido,Fecha Real Disponibilidad Pedido,Fecha Real Disponibilidad Pedido,,,,,Fecha Real Disponibilidad Pedido
1308,1308,Seguimiento ADC,Fecha_arribo_camion_frontera,Fecha Arribo Camion Frontera,Fecha Arribo Camion Frontera,,,,,Fecha Arribo Camion Frontera
1309,1309,Seguimiento ADC,Fecha_arribo_camion_destino,Fecha Arribo Camion Destino,Fecha Arribo Camion Destino,,,,,Fecha Arribo Camion Destino
1310,1310,Seguimiento ADC,Fecha_bl,Fecha Bl,Fecha Bl,,,,,Fecha Bl
1311,1311,Seguimiento ADC,Flete,Flete,Flete,,,,,Flete
1312,1312,Seguimiento ADC,Precio_TM,Precio Venta TM,Precio Venta TM,,,,,Precio Venta TM
1313,1313,Seguimiento ADC,Valor_total,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
1314,1314,Seguimiento ADC,No_factura,No Factura,No Factura,,,,,No Factura
1315,1315,Seguimiento ADC,Puerto_carga,Puerto Carga,Puerto Carga,,,,,Puerto Carga
1316,1316,Seguimiento ADC,Pais_carga,Pais Carga,Pais Carga,,,,,Pais Carga
1317,1317,Seguimiento ADC,No_embarque,No Embarque,No Embarque,,,,,No Embarque
1318,1318,Seguimiento ADC,Docto_digital_enviado,Docto Digital Enviado,Docto Digital Enviado,,,,,Docto Digital Enviado
1319,1319,Seguimiento ADC,Docto_original_enviado,Docto Original Enviado,Docto Original Enviado,,,,,Docto Original Enviado
1320,1320,Seguimiento ADC,Pais_origen,Pais Origen,Pais Origen,,,,,Pais Origen
1321,1321,Seguimiento ADC,Fecha_ofrecida_despacho_de,Fecha Ofrecida Despacho De,Fecha Ofrecida Despacho De,,,,,Fecha Ofrecida Despacho De
1322,1322,Seguimiento ADC,Fecha_ofrecida_despacho_a,Fecha Ofrecida Despacho A,Fecha Ofrecida Despacho A,,,,,Fecha Ofrecida Despacho A
1323,1323,Seguimiento ADC,Estado_zarpe,Estado Zarpe,Estado Zarpe,,,,,Estado Zarpe
1324,1324,Seguimiento ADC,Fecha_arribo,Fecha Arribo,Fecha Arribo,,,,,Fecha Arribo
1325,1325,Seguimiento ADC,Estado_arribo,Estado Arribo,Estado Arribo,,,,,Estado Arribo
1326,1326,Seguimiento ADC,Id_tipo_prod,Tipo Producto,Tipo Producto,,,,,Tipo Producto
1327,1327,Seguimiento ADC,Fecha_confirmacion_cliente_despacho_camion,Fecha Confirmacion Cliente Despacho Camion,Fecha Confirmacion Cliente Despacho Camion,,,,,Fecha Confirmacion Cliente Despacho Camion
1328,1328,Seguimiento ADC,Observaciones,Observaciones,Observaciones,,,,,Observaciones
1329,1329,Seguimiento ADC,Cantidad_contenedores,Cantidad Contenedores,Cantidad Contenedores,,,,,Cantidad Contenedores
1330,1330,Seguimiento ADC,Incoterm_venta,Incoterm Venta,Incoterm Venta,,,,,Incoterm Venta
1331,1331,Seguimiento ADC,Valor_unitario_venta,Valor Unitario Venta,Valor Unitario Venta,,,,,Valor Unitario Venta
1332,1332,Seguimiento ADC,Valor_total_venta,Valor Total Venta,Valor Total Venta,,,,,Valor Total Venta
1333,1333,Seguimiento ADC,No_factura_trading,No Factura Trading,No Factura Trading,,,,,No Factura Trading
1334,1334,Seguimiento ADC,Fecha_zarpe,Fecha Zarpe,Fecha Zarpe,,,,,Fecha Zarpe
1335,1335,Seguimiento ADC,termino_venta,Termino Venta,Termino Venta,,,,,Termino Venta
1336,1336,Seguimiento ADC,Fecha_cargo_mercaderia_camion,Fecha Cargo Mercaderia Camion,Fecha Cargo Mercaderia Camion,,,,,Fecha Cargo Mercaderia Camion
1337,1337,Seguimiento ADC,Id_estado,Estado,Estado,,,,,Estado
1338,1338,Seguimiento ADC,No_lotes,No Lotes,No Lotes,,,,,No Lotes
1339,1339,Seguimiento ADC,Fecha_real_despacho_camion,Fecha Real Despacho Camion,Fecha Real Despacho Camion,,,,,Fecha Real Despacho Camion
1340,1340,Seguimiento ADC,Responsable,Responsable,Responsable,,,,,Responsable
1341,1341,Seguimiento ADC,No_lista_empaque,No Lista Empaque,No Lista Empaque,,,,,No Lista Empaque
1342,1342,Seguimiento ADC,Eta_puerto_carga,Eta Puerto Carga,Eta Puerto Carga,,,,,Eta Puerto Carga
1343,1343,Seguimiento ADC,Fecha_zarpe_estimada,Fecha Zarpe Estimada,Fecha Zarpe Estimada,,,,,Fecha Zarpe Estimada
1344,1344,Seguimiento ADC,Plazo_venta,Plazo Venta,Plazo Venta,,,,,Plazo Venta
